"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff"
"682","FC[136]",0,0,0,0,0,FALSE,1,NA,1
"683","KnC[1]",0,0,0,0,0,FALSE,1,1,1
"684","KnC[2]",0,0,0,0,0,FALSE,1,1,1
"685","KnC[3]",0,0,0,0,0,FALSE,1,1,1
"686","KnC[4]",0,0,0,0,0,FALSE,1,1,1
"687","KnC[5]",0,0,0,0,0,FALSE,1,1.001,1
"688","KnC[6]",0,0,0,0,0,FALSE,1,1,1
"689","KnC[7]",0,0,0,0,0,FALSE,1,1,1
"690","KnC[8]",0,0,0,0,0,FALSE,1,1.002,1
"691","KnC[9]",0,0,0,0,0,FALSE,1,1.001,1
"692","KnC[10]",0,0,0,0,0,FALSE,1,1.001,1
"693","KnC[11]",0,0,0,0,0,FALSE,1,1.002,1
"694","KnC[12]",0,0,0,0,0,FALSE,1,1,1
"695","KnC[13]",0,0,0,0,0,FALSE,1,1.001,1
"696","KnC[14]",0,0,0,0,0,FALSE,1,1,1
"697","KnC[15]",0,0,0,0,0,FALSE,1,1,1
"698","KnC[16]",0,0,0,0,0,FALSE,1,1,1
"699","KnC[17]",0,0,0,0,0,FALSE,1,1,1
"700","KnC[18]",0,0,0,0,0,FALSE,1,1,1
"701","KnC[19]",0,0,0,0,0,FALSE,1,1,1
"702","KnC[20]",0,0,0,0,0,FALSE,1,1,1
"703","KnC[21]",0,0,0,0,0,FALSE,1,1,1
"704","KnC[22]",0,0,0,0,0,FALSE,1,1,1
"705","KnC[23]",0,0,0,0,0,FALSE,1,1,1
"706","KnC[24]",0,0,0,0,0,FALSE,1,1.001,1
"707","KnC[25]",0,0,0,0,0,FALSE,1,1,1
"708","KnC[26]",0,0,0,0,0,FALSE,1,1.001,1
"709","KnC[27]",0,0,0,0,0,FALSE,1,1,1
"710","KnC[28]",0,0,0,0,0,FALSE,1,1.001,1
"711","KnC[29]",0,0,0,0,0,FALSE,1,1,1
"712","KnC[30]",0,0,0,0,0,FALSE,1,1.001,1
"713","KnC[31]",0,0,0,0,0,FALSE,1,1.001,1
"714","KnC[32]",0,0,0,0,0,FALSE,1,1,1
"715","KnC[33]",0,0,0,0,0,FALSE,1,1,1
"716","KnC[34]",0,0,0,0,0,FALSE,1,1,1
"717","KnC[35]",0,0,0,0,0,FALSE,1,1,1
"718","KnC[36]",0,0,0,0,0,FALSE,1,1,1
"719","KnC[37]",0,0,0,0,0,FALSE,1,1,1
"720","KnC[38]",0,0,0,0,0,FALSE,1,1.002,1
"721","KnC[39]",0,0,0,0,0,FALSE,1,1.001,1
"722","KnC[40]",0,0,0,0,0,FALSE,1,1,1
"723","KnC[41]",0,0,0,0,0,FALSE,1,1,1
"724","KnC[42]",0,0,0,0,0,FALSE,1,1.001,1
"725","KnC[43]",0,0,0,0,0,FALSE,1,1,1
"726","KnC[44]",0,0,0,0,0,FALSE,1,1,1
"727","KnC[45]",0,0,0,0,0,FALSE,1,1.001,1
"728","KnC[46]",0,0,0,0,0,FALSE,1,1.001,1
"729","KnC[47]",0,0,0,0,0,FALSE,1,1.002,1
"730","KnC[48]",0,0,0,0,0,FALSE,1,1,1
"731","KnC[49]",0,0,0,0,0,FALSE,1,1,1
"732","KnC[50]",0,0,0,0,0,FALSE,1,1.002,1
"733","KnC[51]",0,0,0,0,0,FALSE,1,1,1
"734","KnC[52]",0,0,0,0,0,FALSE,1,1.001,1
"735","KnC[53]",0,0,0,0,0,FALSE,1,1.001,1
"736","KnC[54]",0,0,0,0,0,FALSE,1,1,1
"737","KnC[55]",0,0,0,0,0,FALSE,1,1.002,1
"738","KnC[56]",0,0,0,0,0,FALSE,1,1,1
"739","KnC[57]",0,0,0,0,0,FALSE,1,1.001,1
"740","KnC[58]",0,0,0,0,0,FALSE,1,1,1
"741","KnC[59]",0,0,0,0,0,FALSE,1,1.002,1
"742","KnC[60]",0,0,0,0,0,FALSE,1,1,1
"743","KnC[61]",0,0,0,0,0,FALSE,1,1,1
"744","KnC[62]",0,0,0,0,0,FALSE,1,1,1
"745","KnC[63]",0,0,0,0,0,FALSE,1,1.001,1
"746","KnC[64]",0,0,0,0,0,FALSE,1,1.001,1
"747","KnC[65]",0,0,0,0,0,FALSE,1,1,1
"748","KnC[66]",0,0,0,0,0,FALSE,1,1,1
"749","KnC[67]",0,0,0,0,0,FALSE,1,1,1
"750","KnC[68]",0,0,0,0,0,FALSE,1,1.001,1
"751","KnC[69]",0,0,0,0,0,FALSE,1,1.001,1
"752","KnC[70]",0,0,0,0,0,FALSE,1,1.001,1
"753","KnC[71]",0,0,0,0,0,FALSE,1,1,1
"754","KnC[72]",0,0,0,0,0,FALSE,1,1,1
"755","KnC[73]",0,0,0,0,0,FALSE,1,1.001,1
"756","KnC[74]",0,0,0,0,0,FALSE,1,1,1
"757","KnC[75]",0,0,0,0,0,FALSE,1,1,1
"758","KnC[76]",0,0,0,0,0,FALSE,1,1.002,1
"759","KnC[77]",0,0,0,0,0,FALSE,1,1,1
"760","KnC[78]",0,0,0,0,0,FALSE,1,1,1
"761","KnC[79]",0,0,0,0,0,FALSE,1,1.001,1
"762","KnC[80]",0,0,0,0,0,FALSE,1,1,1
"763","KnC[81]",0,0,0,0,0,FALSE,1,1.001,1
"764","KnC[82]",0,0,0,0,0,FALSE,1,1,1
"765","KnC[83]",0,0,0,0,0,FALSE,1,1.001,1
"766","KnC[84]",0,0,0,0,0,FALSE,1,1.001,1
"767","KnC[85]",0,0,0,0,0,FALSE,1,1,1
"768","KnC[86]",0,0,0,0,0,FALSE,1,1,1
"769","KnC[87]",0,0,0,0,0,FALSE,1,1,1
"770","KnC[88]",0,0,0,0,0,FALSE,1,1.001,1
"771","KnC[89]",0,0,0,0,0,FALSE,1,1.001,1
"772","KnC[90]",0,0,0,0,0,FALSE,1,1.001,1
"773","KnC[91]",0,0,0,0,0,FALSE,1,1.001,1
"774","KnC[92]",0,0,0,0,0,FALSE,1,1.001,1
"775","KnC[93]",87.572,8.687,71.893,87.153,105.724,FALSE,1,1.002,1641
"776","KnC[94]",100.642,10.059,82.654,100.16,121.611,FALSE,1,1.001,3000
"777","KnC[95]",105.944,10.978,86.568,105.105,129.448,FALSE,1,1,3000
"778","KnC[96]",148.839,14.892,121.516,148.582,179.027,FALSE,1,1.001,1824
"779","KnC[97]",366.688,36.861,297.276,365.75,444.363,FALSE,1,1.001,1862
"780","KnC[98]",454.587,45.758,372.779,451.864,549.137,FALSE,1,1.001,1420
"781","KnC[99]",419.497,42.079,342.072,418.604,505.936,FALSE,1,1,3000
"782","KnC[100]",728.843,71.234,600.673,723.937,878.219,FALSE,1,1,3000
"783","KnC[101]",623.722,62.024,511.859,619.374,756.279,FALSE,1,1,3000
"784","KnC[102]",419.681,41.961,343.779,418.018,508.675,FALSE,1,1.001,1853
"785","KnC[103]",308.906,31.274,251.463,306.89,374.696,FALSE,1,1.003,607
"786","KnC[104]",477.574,46.929,392.382,475.124,572.303,FALSE,1,1.002,1217
"787","KnC[105]",477.312,47.277,393.215,474.16,577.821,FALSE,1,1,3000
"788","KnC[106]",530.851,51.741,436.589,528.664,638.931,FALSE,1,1,3000
"789","KnC[107]",590.934,59.152,485.005,588.519,714.094,FALSE,1,1,2804
"790","KnC[108]",282.751,27.885,233.047,282.048,340.564,FALSE,1,1,3000
"791","KnC[109]",437.301,43.362,355.695,435.004,527.438,FALSE,1,1.001,3000
"792","KnC[110]",387.598,38.618,317.486,386.113,468.623,FALSE,1,1,3000
"793","KnC[111]",371.7,36.551,302.609,370.005,449.158,FALSE,1,1.001,3000
"794","KnC[112]",379.878,37.304,312.465,377.987,458.921,FALSE,1,1,3000
"795","KnC[113]",329.397,32.205,271.004,327.337,396.173,FALSE,1,1.001,1842
"796","KnC[114]",353.196,34.699,288.688,352.119,423.469,FALSE,1,1,3000
"797","KnC[115]",313.09,31.276,254.838,311.736,379.577,FALSE,1,1,3000
"798","KnC[116]",305.37,30.682,250.329,303.729,369.849,FALSE,1,1.001,2242
"799","KnC[117]",371.353,36.457,305.273,369.867,452.013,FALSE,1,1.002,3000
"800","KnC[118]",292.874,29.509,239.496,291.098,356.359,FALSE,1,1,3000
"801","KnC[119]",280.895,28.323,230.328,278.965,340.444,FALSE,1,1,3000
"802","KnC[120]",268.623,26.829,220.274,266.89,325.911,FALSE,1,1.001,2158
"803","KnC[121]",259.999,25.945,211.059,259.221,313.781,FALSE,1,1,3000
"804","KnC[122]",255.512,25.91,208.794,254.308,310.075,FALSE,1,1,3000
"805","KnC[123]",215.984,21.45,177.108,214.615,261.736,FALSE,1,1,3000
"806","KnC[124]",150.671,15.051,122.889,149.973,181.499,FALSE,1,1.001,1481
"807","KnC[125]",218.444,21.638,179.941,216.852,264.179,FALSE,1,1,3000
"808","KnC[126]",245.865,24.669,200.438,245.167,296.617,FALSE,1,1.002,1201
"809","KnC[127]",132.719,13.299,109.245,131.828,161.728,FALSE,1,1.001,3000
"810","KnC[128]",143.992,13.998,117.957,143.269,172.092,FALSE,1,1,3000
"811","KnC[129]",152.903,15.236,125.323,151.823,184.612,FALSE,1,1.001,1390
"812","KnC[130]",171.304,17.291,139.816,170.548,207.491,FALSE,1,1,3000
"813","KnC[131]",174.647,17.274,143.121,173.859,210.02,FALSE,1,1.001,3000
"814","KnC[132]",187.398,18.796,152.943,186.5,225.902,FALSE,1,1,3000
"815","KnC[133]",106.144,10.61,86.953,105.338,128.993,FALSE,1,1,3000
"816","KnC[134]",107.415,10.784,87.559,106.839,130.144,FALSE,1,1.001,3000
"817","KnC[135]",96.173,9.579,78.417,95.631,115.631,FALSE,1,1.001,1843
"818","By[1]",8.493,10.8,0.803,5.319,34.144,FALSE,1,1.013,3000
"819","By[2]",7.715,9.19,0.644,4.858,31.32,FALSE,1,1.009,3000
"820","By[3]",8.278,10.337,0.72,5.119,35.811,FALSE,1,1,3000
"821","By[4]",11.784,16.282,1.562,8.14,42.065,FALSE,1,1.066,3000
"822","By[5]",14.114,12.805,2.329,10.401,49.426,FALSE,1,1.004,3000
"823","By[6]",15.577,12.97,2.974,11.828,48.717,FALSE,1,1.009,1175
"824","By[7]",17.864,15.014,3.571,13.762,57.224,FALSE,1,1.002,3000
"825","By[8]",19.767,14.38,4.586,15.991,55.832,FALSE,1,1.001,2480
"826","By[9]",23.778,15.547,6.318,20.052,63.696,FALSE,1,1,3000
"827","By[10]",28.843,17.368,8.254,24.782,74.412,FALSE,1,1.001,3000
"828","By[11]",33.419,17.86,10.807,29.864,79.204,FALSE,1,1.004,1087
"829","By[12]",37.41,19.661,12.87,32.802,88.155,FALSE,1,1,3000
"830","By[13]",53.672,22.315,23.071,49.744,107.492,FALSE,1,1.001,2273
"831","By[14]",70.473,25.98,33.107,65.887,134.895,FALSE,1,1,3000
"832","By[15]",88.906,30.078,44.287,84.31,161.15,FALSE,1,1,3000
"833","By[16]",98.678,31.817,50.262,94.143,173.087,FALSE,1,1,3000
"834","By[17]",109.257,34.168,57.66,103.859,191.752,FALSE,1,1,3000
"835","By[18]",86.589,29.05,43.505,82.312,152.93,FALSE,1,1,3000
"836","By[19]",138.935,40.237,77.648,132.364,231.352,FALSE,1,1,3000
"837","By[20]",192.024,48.146,116.289,185.472,306.913,FALSE,1,1,2999
"838","By[21]",193.938,47.419,117.551,187.774,301.423,FALSE,1,1,3000
"839","By[22]",197.151,47.972,119.342,190.911,306.393,FALSE,1,1.001,3000
"840","By[23]",198.581,48.856,119.836,191.236,311.988,FALSE,1,1.001,3000
"841","By[24]",217.554,51.997,132.418,212.291,332.876,FALSE,1,1,3000
"842","By[25]",230.201,52.493,144.252,224.724,350.263,FALSE,1,1,3000
"843","By[26]",236.338,54.122,148.472,229.413,360.918,FALSE,1,1,3000
"844","By[27]",219.228,54.838,132.483,211.245,346.331,FALSE,1,1,3000
"845","By[28]",221.21,55.405,131.738,213.778,351.914,FALSE,1,1.001,3000
"846","By[29]",158.608,44.368,89.036,153.33,258.464,FALSE,1,1.001,3000
"847","By[30]",157.704,45.308,88.458,151.508,263.067,FALSE,1,1.001,3000
"848","By[31]",126.108,37.127,68.752,120.962,214.861,FALSE,1,1,3000
"849","By[32]",132.37,38.84,71.344,127.929,225.017,FALSE,1,1,3000
"850","By[33]",155.575,43.446,87.104,150.507,250.642,FALSE,1,1.001,3000
"851","By[34]",149.543,42.374,84.203,143.1,250.741,FALSE,1,1.001,3000
"852","By[35]",129.626,38.064,71.301,124.801,219.152,FALSE,1,1,3000
"853","By[36]",157.996,46.519,85.063,150.53,265.344,FALSE,1,1,3000
"854","By[37]",168.369,49.729,92.71,161.571,287.934,FALSE,1,1.002,3000
"855","By[38]",141.067,44.179,73.713,134.62,243.661,FALSE,1,1.002,1318
"856","By[39]",129.389,42.008,66.195,123.238,228.866,FALSE,1,1,3000
"857","By[40]",136.167,44.8,71.258,128.265,243.298,FALSE,1,1.001,2446
"858","By[41]",138.092,44.218,70.731,131.418,242.953,FALSE,1,1.003,1590
"859","By[42]",264.888,55.586,173.309,258.489,395.368,FALSE,1,1,3000
"860","By[43]",224.1,49.086,143.688,219.534,337.707,FALSE,1,1.001,1571
"861","By[44]",204.807,45.797,127.068,200.861,309.59,FALSE,1,1.003,782
"862","By[45]",209.139,48.353,132.643,204.034,318.869,FALSE,1,1,3000
"863","By[46]",223.772,52.6,139.538,217.706,343.671,FALSE,1,1.001,3000
"864","By[47]",214.025,50.728,130.877,207.701,330.401,FALSE,1,1,3000
"865","By[48]",231.807,55.335,140.786,226.349,358.19,FALSE,1,1.001,1201
"866","By[49]",245.514,56.824,151.712,239.202,378.305,FALSE,1,1,3000
"867","By[50]",201.015,50.607,118.751,195.747,315.762,FALSE,1,1.001,3000
"868","By[51]",192.4,50.811,112.18,186.579,307.341,FALSE,1,1.001,1820
"869","By[52]",189.775,51.619,110.138,182.885,310.031,FALSE,1,1.001,2393
"870","By[53]",183.343,47.617,106.952,177.673,295.248,FALSE,1,1,3000
"871","By[54]",163.829,44.032,92.587,158.993,266.079,FALSE,1,1,3000
"872","By[55]",197.263,47.804,120.416,191.251,307.897,FALSE,1,1.002,898
"873","By[56]",165.695,42.822,95.98,161.206,262.915,FALSE,1,1,3000
"874","By[57]",216.982,46.986,140.296,211.009,322.966,FALSE,1,1.003,1775
"875","By[58]",152.721,39.166,90.829,148.206,242.969,FALSE,1,1.001,3000
"876","By[59]",218.587,48.501,136.46,214.634,324.73,FALSE,1,1,3000
"877","By[60]",226.334,53.618,139.575,218.999,346.619,FALSE,1,1,3000
"878","By[61]",198.301,45.907,122.705,193.179,302.601,FALSE,1,1,3000
"879","By[62]",224.395,50.922,141.665,217.809,335.118,FALSE,1,1.001,1148
"880","By[63]",195.677,46.912,120.046,191.503,301.587,FALSE,1,1.001,1347
"881","By[64]",214.541,50.042,133.25,209.309,328.51,FALSE,1,1,3000
"882","By[65]",234.773,56.761,144.913,227.658,363.43,FALSE,1,1,3000
"883","By[66]",196.941,52.32,111.831,191.129,314.134,FALSE,1,1,3000
"884","By[67]",218.001,57.738,127.252,210.007,355.284,FALSE,1,1.001,3000
"885","By[68]",171.897,47.37,99.074,165.465,283.845,FALSE,1,1.005,507
"886","By[69]",219.59,48.78,140.407,213.604,332.599,FALSE,1,1,3000
"887","By[70]",220.679,48.394,141.999,216.43,328.19,FALSE,1,1,3000
"888","By[71]",237.078,52.434,150.512,231.601,350.893,FALSE,1,1,3000
"889","By[72]",296.53,59.965,196.251,290.298,431.783,FALSE,1,1.001,3000
"890","By[73]",264.129,52.39,173.875,259.452,378.402,FALSE,1,1,3000
"891","By[74]",249.252,52.031,161.683,245.023,365.219,FALSE,1,1.001,1861
"892","By[75]",288.922,55.382,195.43,283.95,411.647,FALSE,1,1,3000
"893","By[76]",226.829,48.742,144.66,222.385,331.743,FALSE,1,1,3000
"894","By[77]",184.025,45.831,110.405,177.445,290.357,FALSE,1,1.004,602
"895","By[78]",271.056,54.633,177.474,265.85,395.141,FALSE,1,1.004,492
"896","By[79]",280.923,55.485,182.968,276.378,402.317,FALSE,1,1.001,1818
"897","By[80]",166.844,42.696,99.891,160.885,267.129,FALSE,1,1,3000
"898","By[81]",132.551,36.702,75.024,127.683,213.712,FALSE,1,1.001,3000
"899","By[82]",198.423,48.547,119.321,193.209,307.077,FALSE,1,1.003,631
"900","By[83]",179.162,45.225,107.589,172.79,282.542,FALSE,1,1,3000
"901","By[84]",140.755,38.585,79.681,136.228,224.951,FALSE,1,1,3000
"902","By[85]",134.998,37.717,76.718,129.487,221.908,FALSE,1,1.001,1120
"903","By[86]",116.845,36.128,63.754,111.332,200.592,FALSE,1,1.001,3000
"904","By[87]",119.493,34.056,66.247,115.261,200.179,FALSE,1,1,3000
"905","By[88]",142.009,38.652,81.916,137.146,230.006,FALSE,1,1,3000
"906","By[89]",111.604,34.088,60.037,106.593,194.842,FALSE,1,1.002,2501
"907","By[90]",79.071,28.086,37.538,74.731,145.426,FALSE,1,1,3000
"908","By[91]",109.432,33.14,58.902,105.167,189.834,FALSE,1,1.001,1755
"909","By[92]",95.409,31.271,48.786,90.786,164.609,FALSE,1,1,3000
"910","By[93]",66.997,28.332,27.806,61.7,135.684,FALSE,1,1,3000
"911","By[94]",76.625,31.65,32.9,70.342,157.232,FALSE,1,1.001,3000
"912","By[95]",51.124,21.565,21.397,46.988,104.014,FALSE,1,1.001,2543
"913","By[96]",80.381,26.553,40.333,76.621,143.35,FALSE,1,1,3000
"914","By[97]",86.989,29.045,44.299,82.511,157.644,FALSE,1,1.004,865
"915","By[98]",108.669,32.46,59.548,104.036,183.957,FALSE,1,1.002,1134
"916","By[99]",138.589,35.285,80.643,134.356,217.852,FALSE,1,1.001,2148
"917","By[100]",120.841,32.274,70.875,116.819,197.372,FALSE,1,1.004,994
"918","By[101]",147.318,35.592,91.324,143.233,229.197,FALSE,1,1,2202
"919","By[102]",142.46,37.091,82.267,138.744,225.754,FALSE,1,1,3000
"920","By[103]",164.799,39.264,101.99,159.875,255.022,FALSE,1,1,3000
"921","By[104]",129.404,34.265,75.421,124.58,207.627,FALSE,1,1.001,2397
"922","By[105]",146.455,36.554,88.041,142.297,228.09,FALSE,1,1.002,1043
"923","By[106]",183.694,39.277,118.104,179.377,274.881,FALSE,1,1.002,801
"924","By[107]",191.924,41.025,123.547,187.372,282.274,FALSE,1,1.002,3000
"925","By[108]",114.88,32.806,64.853,110.465,187.059,FALSE,1,1,3000
"926","By[109]",140.948,35.892,84.15,136.521,224.786,FALSE,1,1.003,937
"927","By[110]",169.364,39.3,106.074,164.457,258.019,FALSE,1,1,3000
"928","By[111]",265.141,54.334,173.777,259.401,386.962,FALSE,1,1.002,1247
"929","By[112]",155.711,42.484,88.559,149.832,249.356,FALSE,1,1.001,2808
"930","By[113]",120.176,35.565,66.862,114.857,204.353,FALSE,1,1,3000
"931","By[114]",132.625,28.328,84.332,130.347,194.776,FALSE,1,1.001,2761
"932","By[115]",98.885,18.538,68.255,97.08,140.012,FALSE,1,1,2677
"933","By[116]",125.183,23.947,84.454,122.853,178.495,FALSE,1,1.001,1298
"934","By[117]",217.4,61.496,122.477,209.32,351.292,FALSE,1,1,3000
"935","By[118]",220.88,37.036,159.767,217.082,304.715,FALSE,1,1.001,2276
"936","By[119]",225.263,41.315,155.409,221.258,315.02,FALSE,1,1.001,1780
"937","By[120]",272.42,72.805,156.183,263.845,441.539,FALSE,1,1.001,1583
"938","By[121]",177.3,35.374,116.484,174.653,253.663,FALSE,1,1,3000
"939","By[122]",184.564,35.073,123.989,181.324,260.39,FALSE,1,1,3000
"940","By[123]",214.821,38.843,147.998,211.239,301.379,FALSE,1,1,3000
"941","By[124]",56.989,13.252,36.109,55.223,86.49,FALSE,1,1.002,3000
"942","By[125]",38.653,7.988,25.322,37.94,56.707,FALSE,1,1,3000
"943","By[126]",47.863,8.744,33.155,46.773,66.878,FALSE,1,1.001,2186
"944","By[127]",56.146,9.746,39.119,55.301,76.818,FALSE,1,1.001,1751
"945","By[128]",45.125,7.139,32.778,44.659,60.455,FALSE,1,1,3000
"946","By[129]",72.155,24.67,35.287,68.305,129.207,FALSE,1,1,3000
"947","By[130]",59.002,12.555,37.904,57.908,87.019,FALSE,1,1,3000
"948","By[131]",88.495,21.977,53.149,85.889,137.294,FALSE,1,1.001,2343
"949","By[132]",64.384,12.192,44.221,63.374,91.531,FALSE,1,1,3000
"950","By[133]",64.21,15.524,39.551,62.556,99.073,FALSE,1,1,3000
"951","By[134]",124.075,26.135,80.575,120.629,180.008,FALSE,1,1,3000
"952","By[135]",109.154,98.787,15.901,80.764,386.549,FALSE,1,1.004,3000
"953","For.catch[1]",0,0,0,0,0.001,FALSE,1,1.001,3000
"954","For.catch[2]",0,0,0,0,0.001,FALSE,1,1.002,3000
"955","For.catch[3]",0,0,0,0,0.001,FALSE,1,1.003,3000
"956","For.catch[4]",0,0,0,0,0.001,FALSE,1,1.001,3000
"957","For.catch[5]",0,0,0,0,0.001,FALSE,1,1,3000
"958","For.catch[6]",0,0,0,0,0.001,FALSE,1,1.002,3000
"959","For.catch[7]",0,0,0,0,0.001,FALSE,1,1.004,3000
"960","For.catch[8]",0,0,0,0,0.001,FALSE,1,1.006,924
"961","For.catch[9]",0,0,0,0,0.001,FALSE,1,1.016,2245
"962","For.catch[10]",0,0,0,0,0.001,FALSE,1,1.001,3000
"963","For.catch[11]",0,0,0,0,0.001,FALSE,1,1.006,3000
"964","For.catch[12]",0,0,0,0,0.001,FALSE,1,1.002,3000
"965","For.catch[13]",0,0,0,0,0.001,FALSE,1,1.004,3000
"966","For.catch[14]",0,0,0,0,0.001,FALSE,1,1.003,3000
"967","For.catch[15]",0,0,0,0,0.001,FALSE,1,1.01,1941
"968","For.catch[16]",0,0,0,0,0.001,FALSE,1,1.003,3000
"969","For.catch[17]",0,0,0,0,0.001,FALSE,1,1.01,1661
"970","For.catch[18]",0,0,0,0,0.001,FALSE,1,1.012,3000
"971","For.catch[19]",0,0,0,0,0.001,FALSE,1,1.002,3000
"972","For.catch[20]",0,0,0,0,0.001,FALSE,1,1.004,3000
"973","For.catch[21]",0,0,0,0,0.001,FALSE,1,1.026,3000
"974","For.catch[22]",0,0,0,0,0.001,FALSE,1,1.02,1682
"975","For.catch[23]",0,0,0,0,0.001,FALSE,1,1.022,3000
"976","For.catch[24]",0,0,0,0,0.001,FALSE,1,1,3000
"977","For.catch[25]",0,0,0,0,0.001,FALSE,1,1.003,3000
"978","For.catch[26]",0,0,0,0,0.001,FALSE,1,1.018,3000
"979","For.catch[27]",0,0,0,0,0.001,FALSE,1,1.004,3000
"980","For.catch[28]",0,0,0,0,0.001,FALSE,1,1.006,3000
"981","For.catch[29]",0,0,0,0,0.001,FALSE,1,1.011,2188
"982","For.catch[30]",0,0,0,0,0.001,FALSE,1,1.062,3000
"983","For.catch[31]",0,0,0,0,0.001,FALSE,1,1.001,2923
"984","For.catch[32]",0,0,0,0,0.001,FALSE,1,1.009,2396
"985","For.catch[33]",0,0,0,0,0.001,FALSE,1,1.01,1577
"986","For.catch[34]",0,0,0,0,0.001,FALSE,1,1.002,3000
"987","For.catch[35]",0,0,0,0,0.001,FALSE,1,1.007,1720
"988","For.catch[36]",0,0,0,0,0.001,FALSE,1,1.011,2258
"989","For.catch[37]",0,0,0,0,0.001,FALSE,1,1.005,3000
"990","For.catch[38]",0,0,0,0,0.001,FALSE,1,1.001,3000
"991","For.catch[39]",0,0,0,0,0.001,FALSE,1,1.007,3000
"992","For.catch[40]",0,0,0,0,0.001,FALSE,1,1.005,1627
"993","For.catch[41]",0,0,0,0,0.001,FALSE,1,1.035,1059
"994","For.catch[42]",0,0,0,0,0.001,FALSE,1,1.007,3000
"995","For.catch[43]",0,0,0,0,0.001,FALSE,1,1.011,3000
"996","For.catch[44]",0,0,0,0,0.001,FALSE,1,1.015,2472
"997","For.catch[45]",0,0,0,0,0.001,FALSE,1,1.01,3000
"998","For.catch[46]",0,0,0,0,0.001,FALSE,1,1,3000
"999","For.catch[47]",0,0,0,0,0.001,FALSE,1,1,3000
"1000","For.catch[48]",0,0,0,0,0.001,FALSE,1,1.006,2421
"1001","For.catch[49]",0,0,0,0,0.001,FALSE,1,1.001,3000
"1002","For.catch[50]",0,0,0,0,0.001,FALSE,1,1.011,3000
"1003","For.catch[51]",0,0,0,0,0.001,FALSE,1,1.007,1541
"1004","For.catch[52]",0,0,0,0,0.001,FALSE,1,1,3000
"1005","For.catch[53]",0,0,0,0,0.001,FALSE,1,1.003,2505
"1006","For.catch[54]",0,0,0,0,0.001,FALSE,1,1.003,3000
"1007","For.catch[55]",0,0,0,0,0.001,FALSE,1,1.003,3000
"1008","For.catch[56]",0,0,0,0,0.001,FALSE,1,1.007,3000
"1009","For.catch[57]",0,0,0,0,0.001,FALSE,1,1,3000
"1010","For.catch[58]",0,0,0,0,0.001,FALSE,1,1.008,3000
"1011","For.catch[59]",0,0,0,0,0.001,FALSE,1,1.006,1547
"1012","For.catch[60]",0,0,0,0,0.001,FALSE,1,1.005,1518
"1013","For.catch[61]",0,0,0,0,0.001,FALSE,1,1.002,3000
"1014","For.catch[62]",0,0,0,0,0.001,FALSE,1,1.006,3000
"1015","For.catch[63]",0,0,0,0,0.001,FALSE,1,1.015,1388
"1016","For.catch[64]",0,0,0,0,0.001,FALSE,1,1.019,788
"1017","For.catch[65]",0,0,0,0,0.001,FALSE,1,1.01,3000
"1018","For.catch[66]",0,0,0,0,0.001,FALSE,1,1.01,1195
"1019","For.catch[67]",0,0,0,0,0.001,FALSE,1,1.006,3000
"1020","For.catch[68]",0,0,0,0,0.001,FALSE,1,1.002,3000
"1021","For.catch[69]",0,0,0,0,0.001,FALSE,1,1.021,1591
"1022","For.catch[70]",0,0,0,0,0.001,FALSE,1,1,3000
"1023","For.catch[71]",0,0,0,0,0.001,FALSE,1,1.003,3000
"1024","For.catch[72]",0,0,0,0,0.001,FALSE,1,1.006,3000
"1025","For.catch[73]",0,0,0,0,0.001,FALSE,1,1.042,3000
"1026","For.catch[74]",41.18,66.771,1.708,20.818,223.168,FALSE,1,1.001,2323
"1027","For.catch[75]",115.604,148.293,6.127,61.687,545.885,FALSE,1,1.001,3000
"1028","For.catch[76]",213.065,226.219,11.584,132.179,887.935,FALSE,1,1.001,3000
"1029","For.catch[77]",330.897,282.819,24.399,234.561,1080.462,FALSE,1,1,3000
"1030","For.catch[78]",396.265,297.44,32.459,307.501,1086.222,FALSE,1,1.001,3000
"1031","For.catch[79]",260.723,252.851,15.905,170.162,970.652,FALSE,1,1,3000
"1032","For.catch[80]",225.592,231.928,12.768,139.913,912.119,FALSE,1,1.001,3000
"1033","For.catch[81]",195.582,218.403,9.804,113.173,884.002,FALSE,1,1.001,3000
"1034","For.catch[82]",157.316,193.165,7.012,88.404,792.923,FALSE,1,1.004,3000
"1035","For.catch[83]",141.155,176.681,6.936,76.465,652.99,FALSE,1,1,3000
"1036","For.catch[84]",171.911,201.254,8.743,99.708,795.285,FALSE,1,1.002,3000
"1037","For.catch[85]",170.065,201.527,8.91,93.725,798.65,FALSE,1,1.002,2198
"1038","For.catch[86]",149.622,182.02,7.685,82.182,725.356,FALSE,1,1,3000
"1039","For.catch[87]",124.867,163.857,5.543,64.197,632.907,FALSE,1,1.003,1051
"1040","For.catch[88]",139.143,178.418,5.982,75.443,693.381,FALSE,1,1,3000
"1041","For.catch[89]",129.019,165.08,6.041,68.142,650.921,FALSE,1,1.001,2592
"1042","For.catch[90]",139.828,175.71,6.391,77.927,683.014,FALSE,1,1.001,3000
"1043","For.catch[91]",24.995,38.627,1.087,12.285,131.053,FALSE,1,1.023,1650
"1044","For.catch[92]",32.969,58.646,1.352,15.289,170.721,FALSE,1,1.004,1867
